QID,abstract
Q158825,"Jeremiah (c. 650 – c. 570 BC), also called the ""weeping prophet"", was one of the major prophets of the Hebrew Bible. According to Jewish tradition, Jeremiah authored the Book of Jeremiah, the Books of Kings and the Book of Lamentations, with the assistance and under the editorship of Baruch ben Neriah, his scribe and disciple. In addition to proclaiming many prophecies of Yahweh, the God of Israel, the Book of Jeremiah goes into detail regarding the prophet's private life, his experiences, and his imprisonment. Judaism and Christianity both consider the Book of Jeremiah part of their canon. Judaism regards Jeremiah as the second of the major prophets."
Q159178,"Deepika Padukone (pronounced [d̪iːpɪka pəɖʊkoːɳeː] or [paːɖʊkoːɳ]; born 5 January 1986) is an Indian actress who works in Hindi films. She is one of the highest-paid actresses in India, and her accolades include three Filmfare Awards. She features in listings of the nation's most popular personalities; Time named her one of the 100 most influential people in the world in 2018 and awarded her the TIME100 Impact Award in 2022. Padukone, the daughter of the badminton player Prakash Padukone, was born in Copenhagen and raised in Bangalore. As a teenager, she played badminton in national level championships but left her career in the sport to become a fashion model."
Q174880,"Teresa of Ávila, OCD (born Teresa Sánchez de Cepeda y Ahumada; 28 March 1515 – 4 or 15 October 1582), also called Saint Teresa of Jesus, was a Spanish Carmelite nun and prominent Spanish mystic and religious reformer. Active during the Counter-Reformation, Teresa became the central figure of a movement of spiritual and monastic renewal, reforming the Carmelite Orders of both women and men. The movement was later joined by the younger Spanish Carmelite friar and mystic John of the Cross, with whom she established the Discalced Carmelites. A formal papal decree adopting the split from the old order was issued in 1580. Her autobiography, The Life of Teresa of Jesus, The Interior Castle, and The Way of Perfection, are prominent works on Christian mysticism and Christian meditation practice."
Q180710,"Anna Nicole Smith (born Vickie Lynn Hogan; November 28, 1967 – February 8, 2007) was an American model, actress, and television personality. Smith started her career as a Playboy magazine centerfold in May 1992 and won the title of 1993 Playmate of the Year. She later modeled for fashion companies, including Guess, H&M, and Heatherette. Smith dropped out of high school in 1984, married in 1985 and divorced in 1993. In 1994, her highly publicized second marriage to 89-year-old billionaire J. Howard Marshall resulted in speculation that she married him for his money, which she denied."
Q182642,"John Herschel Glenn Jr. (July 18, 1921 – December 8, 2016) was an American Marine Corps aviator, engineer, astronaut, businessman, and politician. He was the third American in space, and the first American to orbit the Earth, circling it three times in 1962. Following his retirement from NASA, he served from 1974 to 1999 as a Democratic United States Senator from Ohio; in 1998, he flew into space again at age 77. Before joining NASA, Glenn was a distinguished fighter pilot in World War II, the Chinese Civil War and the Korean War. He shot down three MiG-15s, and was awarded six Distinguished Flying Crosses and eighteen Air Medals."
Q187413,Álvaro Uribe Vélez CYC (born 4 July 1952) is a Colombian politician who served as the 31st President of Colombia from 7 August 2002 to 7 August 2010. Uribe started his political career in his home department of Antioquia. He held offices in the Public Enterprises of Medellín and in the Ministry of Labor and was the director of the Special Administrative Unit of Civil Aeronautics (1980–1982). He became the Mayor of Medellín in October 1982. He was a senator between 1986 and 1994 and finally the Governor of Antioquia between 1995 and 1997 before being elected President of Colombia in 2002.
Q192812,"Hayden Christensen (/ˈkrɪstʃənsən/; born April 19, 1981) is a Canadian actor. He is best known for his portrayal of Anakin Skywalker / Darth Vader in the Star Wars media franchise. He first appeared in the prequel trilogy films, Star Wars: Episode II – Attack of the Clones (2002) and Star Wars: Episode III – Revenge of the Sith (2005), and later reprised his role with a voice cameo in Star Wars: The Rise of Skywalker (2019), and as the main antagonist in the Disney+ series Obi-Wan Kenobi (2022). He will also reprise his role in the upcoming Disney+ series Ahsoka (2023). Christensen began his career on Canadian television at the age of 13, then diversified into American television in the late 1990s."
Q193283,"Manuel de Falla y Matheu (Spanish pronunciation: [maˈnwel ðe ˈfaʎa], 23 November 1876 – 14 November 1946) was an Andalusian Spanish composer and pianist. Along with Isaac Albéniz, Francisco Tárrega, and Enrique Granados, he was one of Spain's most important musicians of the first half of the 20th century. He has a claim to being Spain's greatest composer of the 20th century, although the number of pieces he composed was relatively modest."
Q234224,"Dian Fossey (/daɪˈæn/, January 16, 1932 – c. December 26, 1985) was an American primatologist and conservationist known for undertaking an extensive study of mountain gorilla groups from 1966 until her murder in 1985. She studied them daily in the mountain forests of Rwanda, initially encouraged to work there by paleoanthropologist Louis Leakey. Gorillas in the Mist, a book published two years before her death, is Fossey's account of her scientific study of the gorillas at Karisoke Research Center and prior career. It was adapted into a 1988 film of the same name. Fossey was a leading primatologist, and a member of the ""Trimates"", a group of female scientists recruited by Leakey to study great apes in their natural environments, along with Jane Goodall who studies chimpanzees, and Biruté Galdikas, who studies orangutans."
Q237514,"Laura Elizabeth Ingalls Wilder (February 7, 1867 – February 10, 1957) was an American writer, mostly known for the Little House on the Prairie series of children's books, published between 1932 and 1943, which were based on her childhood in a settler and pioneer family. The television series Little House on the Prairie (1974–1983) was loosely based on the books, and starred Melissa Gilbert as Laura and Michael Landon as her father, Charles Ingalls."
Q237914,"Juana Fernández Morales de Ibarbourou, also known as Juana de América, (March 8, 1892 – July 15, 1979) was a Uruguayan poet and one of the most popular poets of Spanish America. Her poetry, the earliest of which is often highly erotic, is notable for her identification of her feelings with nature around her. She was nominated for the Nobel Prize in Literature four times."
Q253350,"Kazuyo Sejima (妹島 和世, Sejima Kazuyo, born 29 October 1956) is a Japanese architect and director of her own firm, Kazuyo Sejima & Associates. In 1995, she co-founded the firm SANAA (Sejima + Nishizawa & Associates). In 2010, Sejima was the second woman to receive the Pritzker Prize, which was awarded jointly with Nishizawa."
Q264269,Anna Atkins (née Children; 16 March 1799 – 9 June 1871) was an English botanist and photographer. She is often considered the first person to publish a book illustrated with photographic images. Some sources say that she was the first woman to create a photograph.
Q365060,"Umberto Antonio Tozzi (pronounced [umˈbɛrto anˈtɔːnjo ˈtɔttsi]; born 4 March 1952) is an Italian pop and rock singer and composer. Over the course of his career, he has sold over 70 million records in different languages internationally, and his biggest international hits are:""Stella Stai"", ""Gloria"", ""Tu"" and ""Ti Amo""."
Q446037,"Helene Svedin (born 22 October 1974) is a Swedish model known as the face of H&M. She is married to former Portuguese footballer Luís Figo. They met in 1996 at a Joaquín Cortés show in Barcelona. They have three children together: Daniela (born 1999), Martina (born 2002) and Stella (born 2004). They live in Madrid, Spain."
